refYear,refMonth,reporterDesc,flowDesc,partnerDesc,classificationCode,cmdCode,cmdDesc,qty,qtyUnitAbbr,netWgt,fobvalue,primaryValue
52,2016,X,404,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,7567.581,True,77854.27,0
52,2016,X,410,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,8919570.496,True,95150099.46,0
52,2016,X,414,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,119769.005,True,1357125.07,0
52,2016,X,422,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,222874.926,True,2416897.95,0
52,2016,X,440,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,51600.382,True,558797.3,0
52,2016,X,458,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,500450.034,True,3317880.46,0
52,2016,X,462,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,2371.463,True,28673.3,0
52,2016,X,470,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,8401.359,True,42885.0,0
52,2016,X,480,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,17583.883,True,204627.34,0
52,2016,X,484,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,21829.389,True,113735.0,0
52,2016,X,490,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,720436.347,True,6969109.75,0
52,2016,X,512,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,35325.89,True,405561.4,0
52,2016,X,528,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,6500286.047,True,69463276.73,0
52,2016,X,554,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,639015.839,True,7031692.18,0
52,2016,X,566,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,16627.964,True,171066.3,0
52,2016,X,579,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,68101.515,True,728300.85,0
52,2016,X,586,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,13561.239,True,154159.69,0
52,2016,X,591,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,52982.379,True,320920.3,0
52,2016,X,598,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,6010.771,True,32167.5,0
52,2016,X,608,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,19848.27,True,222386.84,0
52,2016,X,616,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,146040.893,True,1610460.18,0
52,2016,X,620,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,3333005.314,True,18380273.41,0
52,2016,X,634,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,44990.223,True,491342.98,0
52,2016,X,642,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,128495.4,True,1483989.47,0
52,2016,X,643,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,188000.394,True,1934194.1,0
52,2016,X,682,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,255330.069,True,2703390.41,0
52,2016,X,702,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,994314.565,True,8548111.3,0
52,2016,X,705,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,3780.642,True,46399.0,0
52,2016,X,710,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,135517.507,True,1502704.81,0
52,2016,X,716,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,18793.66,True,230650.5,0
52,2016,X,724,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,3364979.105,True,19540993.83,0
52,2016,X,752,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,300749.942,True,3274564.23,0
52,2016,X,757,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,570640.438,True,6562990.91,0
52,2016,X,764,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,160275.306,True,1580722.63,0
52,2016,X,780,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,4006.072,True,41213.94,0
52,2016,X,784,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,253272.698,True,2722131.3,0
52,2016,X,788,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,492.137,True,5063.04,0
52,2016,X,792,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,18642.431,True,228794.5,0
52,2016,X,804,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,7435.25,True,91251.2,0
52,2016,X,818,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,120189.696,True,829400.0,0
52,2016,X,826,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,7497800.593,True,81214882.51,0
52,2016,X,842,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,41135578.455,True,450693617.56,0
52,2016,X,858,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,5758.023,True,45200.0,0
52,2016,X,899,0,HS,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4,True,187074.478,True,1982480.4,0
52,2017,X,0,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,6141701246.8,0
52,2017,X,12,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,5059882.4,0
52,2017,X,24,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,982080.5,0
52,2017,X,31,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,102402.0,0
52,2017,X,32,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1526967.6,0
52,2017,X,36,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,73509602.2,0
52,2017,X,40,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,698905.0,0
52,2017,X,44,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,533458.0,0
52,2017,X,48,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2131621.3,0
52,2017,X,50,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,617321.0,0
52,2017,X,56,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,120860036.4,0
52,2017,X,76,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,105804779.6,0
52,2017,X,90,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,17253.6,0
52,2017,X,96,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1176409.9,0
52,2017,X,100,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1045170.8,0
52,2017,X,104,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,145063.0,0
52,2017,X,112,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,513669.0,0
52,2017,X,116,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1153985.8,0
52,2017,X,120,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2814533.1,0
52,2017,X,124,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,146614977.2,0
52,2017,X,144,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,8691425.7,0
52,2017,X,152,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,13041214.3,0
52,2017,X,156,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1061198627.1,0
52,2017,X,170,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,55545822.7,0
52,2017,X,178,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,268174.8,0
52,2017,X,180,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,778999.5,0
52,2017,X,188,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,6586027.8,0
52,2017,X,191,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1435307.8,0
52,2017,X,196,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3695389.0,0
52,2017,X,203,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,9130729.9,0
52,2017,X,204,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,257566.1,0
52,2017,X,208,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,31066795.1,0
52,2017,X,214,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,12379573.3,0
52,2017,X,218,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,708024.7,0
52,2017,X,222,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,396344.0,0
52,2017,X,226,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,355897.0,0
52,2017,X,233,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,474678.1,0
52,2017,X,242,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,581313.5,0
52,2017,X,246,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,240158.0,0
52,2017,X,251,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,76573808.2,0
52,2017,X,266,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,652144.7,0
52,2017,X,268,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2245525.4,0
52,2017,X,276,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,100883538.8,0
52,2017,X,288,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,765694.0,0
52,2017,X,300,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,6768124.0,0
52,2017,X,320,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,553575.0,0
52,2017,X,324,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,39713.0,0
52,2017,X,332,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,386206.0,0
52,2017,X,340,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1490579.5,0
52,2017,X,344,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,137911072.7,0
52,2017,X,348,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1298550.3,0
52,2017,X,360,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3836406.9,0
52,2017,X,372,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1320947.3,0
52,2017,X,376,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,39339947.0,0
52,2017,X,380,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,112916116.1,0
52,2017,X,384,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2816001.9,0
52,2017,X,388,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,698623.0,0
52,2017,X,392,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,879905442.2,0
52,2017,X,398,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,780.0,0
52,2017,X,400,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,5705754.7,0
52,2017,X,404,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1189297.3,0
52,2017,X,410,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,585877658.9,0
52,2017,X,414,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,6478319.1,0
52,2017,X,418,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,456994.9,0
52,2017,X,422,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,10540868.6,0
52,2017,X,428,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1588783.9,0
52,2017,X,430,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,18728.8,0
52,2017,X,434,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,462022.5,0
52,2017,X,440,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,11742654.7,0
52,2017,X,458,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,96059578.4,0
52,2017,X,466,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,615683.0,0
52,2017,X,470,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,348965.5,0
52,2017,X,480,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3786724.8,0
52,2017,X,484,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,119904340.5,0
52,2017,X,490,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,99868650.4,0
52,2017,X,504,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2768310.9,0
52,2017,X,512,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2121892.0,0
52,2017,X,524,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,735383.2,0
52,2017,X,528,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,201601859.1,0
52,2017,X,554,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,10676154.0,0
52,2017,X,558,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,2247410.1,0
52,2017,X,566,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,614303.2,0
52,2017,X,579,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1156372.1,0
52,2017,X,586,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,37557219.9,0
52,2017,X,591,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,5930475.1,0
52,2017,X,598,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1575039.5,0
52,2017,X,604,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,6706122.3,0
52,2017,X,608,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,130869011.3,0
52,2017,X,616,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,15022231.5,0
52,2017,X,620,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,23174948.8,0
52,2017,X,626,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1126716.7,0
52,2017,X,634,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,7528191.1,0
52,2017,X,642,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3694933.5,0
52,2017,X,643,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,96590950.5,0
52,2017,X,682,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,61579120.7,0
52,2017,X,686,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,873340.6,0
52,2017,X,688,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1744686.9,0
52,2017,X,699,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,21046101.5,0
52,2017,X,702,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,83213536.4,0
52,2017,X,705,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3944714.2,0
52,2017,X,710,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,13899483.1,0
52,2017,X,724,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,32998532.8,0
52,2017,X,729,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,213750.0,0
52,2017,X,752,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,12137667.4,0
52,2017,X,757,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,30684835.0,0
52,2017,X,764,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,197920542.5,0
52,2017,X,780,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,1302522.7,0
52,2017,X,784,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,41974490.1,0
52,2017,X,788,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,879366.0,0
52,2017,X,792,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,7281188.2,0
52,2017,X,804,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,15305761.8,0
52,2017,X,818,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,28363986.9,0
52,2017,X,826,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,171128035.9,0
52,2017,X,834,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,36375.0,0
52,2017,X,842,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,835512033.5,0
52,2017,X,858,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,3074064.1,0
52,2017,X,860,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,630764.8,0
52,2017,X,862,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,96500.0,0
52,2017,X,899,0,HS,"Fish and crustaceans, molluscs and other aquatic invertebrates",2,False,0.0,True,36974313.1,0
52,2017,X,0,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,99438337.448,True,518189413.7,0
52,2017,X,12,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,334801.972,True,1841472.5,0
52,2017,X,24,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,9594.224,True,52770.0,0
52,2017,X,36,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1181008.323,True,5109092.6,0
52,2017,X,44,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,7482.295,True,41154.0,0
52,2017,X,48,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1292.071,True,6328.5,0
52,2017,X,56,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,443912.947,True,2382435.0,0
52,2017,X,76,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,18602.091,True,91112.1,0
52,2017,X,100,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,28204.927,True,128392.5,0
52,2017,X,104,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,8393.433,True,38208.0,0
52,2017,X,116,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,2351483.793,True,11294778.0,0
52,2017,X,124,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,409054.426,True,2069387.9,0
52,2017,X,144,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1739.787,True,21385.0,0
52,2017,X,152,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,649930.226,True,3560842.5,0
52,2017,X,156,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,312921.254,True,1479979.2,0
52,2017,X,188,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,13860.749,True,49968.0,0
52,2017,X,191,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,944407.879,True,5147726.4,0
52,2017,X,196,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,28365.299,True,153880.3,0
52,2017,X,203,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,18611.922,True,102369.0,0
52,2017,X,208,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,16805.194,True,86959.1,0
52,2017,X,242,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,53640.14,True,262400.0,0
52,2017,X,246,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,73365.725,True,403525.0,0
52,2017,X,251,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,297683.194,True,1383946.7,0
52,2017,X,268,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,10532.284,True,57929.5,0
52,2017,X,276,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,4091879.607,True,22190379.0,0
52,2017,X,288,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,9620.414,True,52266.5,0
52,2017,X,296,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,2099.805,True,13653.0,0
52,2017,X,300,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,192530.008,True,1058950.5,0
52,2017,X,320,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,422341.886,True,1522542.5,0
52,2017,X,340,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,570664.965,True,2057247.2,0
52,2017,X,344,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,717367.983,True,3889697.9,0
52,2017,X,348,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1871.846,True,10295.5,0
52,2017,X,360,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,17088.476,True,87278.6,0
52,2017,X,372,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,7367.317,True,40521.6,0
52,2017,X,376,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,5368170.766,True,29227545.7,0
52,2017,X,380,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,2474877.799,True,13407184.4,0
52,2017,X,384,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,14217.706,True,78200.0,0
52,2017,X,388,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,39377.423,True,192628.8,0
52,2017,X,392,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,19019446.565,True,107223925.5,0
52,2017,X,400,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,671526.362,True,3580538.5,0
52,2017,X,410,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,12705282.929,True,62487848.3,0
52,2017,X,414,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,107736.273,True,590557.9,0
52,2017,X,418,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,567913.204,True,2640537.5,0
52,2017,X,422,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,684153.99,True,3744672.4,0
52,2017,X,428,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,152848.983,True,799122.7,0
52,2017,X,434,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,842663.282,True,4520305.4,0
52,2017,X,440,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,61358.582,True,337483.5,0
52,2017,X,458,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,272909.456,True,1335969.4,0
52,2017,X,470,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,4813.508,True,23547.0,0
52,2017,X,480,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,72379.269,True,358466.2,0
52,2017,X,484,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,625134.873,True,3343928.4,0
52,2017,X,490,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,925824.514,True,5303040.3,0
52,2017,X,504,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,8697.891,True,47840.0,0
52,2017,X,512,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,54521.811,True,299880.0,0
52,2017,X,528,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1696619.034,True,8695393.2,0
52,2017,X,548,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,278.731,True,1039.7,0
52,2017,X,554,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,324956.336,True,1612375.8,0
52,2017,X,558,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,116712.899,True,420750.0,0
52,2017,X,566,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,47693.309,True,233353.0,0
52,2017,X,579,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,279686.68,True,1511577.7,0
52,2017,X,584,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,11786.878,True,64830.0,0
52,2017,X,598,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,1393.032,True,6823.0,0
52,2017,X,604,0,HS,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,4,True,161159.731,True,886408.2,0
