Year,Trade_Flow,Partner,Partner_ISO,HS_Code,Commodity,Quantity_kg,Unit,Value_USD
2015,Export,Egypt,EGY,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,327647.0,kg,1626112.0
2015,Export,United Kingdom,GBR,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,848623.0,kg,4068835.0
2015,Export,USA,USA,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,20758332.0,kg,98292874.0
2015,Export,Yemen,YEM,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,18575.0,kg,92188.0
2015,Export,"Areas, nes",_X ,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,727027.0,kg,3581798.0
2015,Export,Andorra,AND,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",17147.0,kg,197912.0
2015,Export,Angola,AGO,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",737.0,kg,5450.0
2015,Export,Argentina,ARG,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",108362.0,kg,1306372.0
2015,Export,Australia,AUS,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",5666695.0,kg,67439938.0
2015,Export,Austria,AUT,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",93792.0,kg,1123132.0
2015,Export,Bahrain,BHR,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4950.0,kg,58224.0
2015,Export,Belgium,BEL,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",2816228.0,kg,31725954.0
2015,Export,Bolivia (Plurinational State of),BOL,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",5006.0,kg,57778.0
2015,Export,Brazil,BRA,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",2950.0,kg,21280.0
2015,Export,Myanmar,MMR,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",6172.0,kg,73808.0
2015,Export,Cambodia,KHM,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",21467.0,kg,245881.0
2015,Export,Canada,CAN,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",5589993.0,kg,65367519.0
2015,Export,Chile,CHL,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",74339.0,kg,869335.0
2015,Export,China,CHN,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",535213.0,kg,6050590.0
2015,Export,Colombia,COL,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",12472.0,kg,89968.0
2015,Export,Costa Rica,CRI,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",3840.0,kg,33345.0
2015,Export,Croatia,HRV,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4663.0,kg,33640.0
2015,Export,Cyprus,CYP,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",31281.0,kg,379642.0
2015,Export,Denmark,DNK,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",1567073.0,kg,14829871.0
