Year,Trade_Flow,Partner_Country,HS_Code,Product_Description,Weight_KG,Value_USD
2015,Export,Australia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,67439938.0
2015,Export,Austria,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,1123132.0
2015,Export,Bahrain,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,58224.0
2015,Export,Belgium,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,31725954.0
2015,Export,Bolivia (Plurinational State of),1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,57778.0
2015,Export,Brazil,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,21280.0
2015,Export,Myanmar,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,73808.0
2015,Export,Cambodia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,245881.0
2015,Export,Canada,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,65367519.0
2015,Export,Chile,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,869335.0
2015,Export,China,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,6050590.0
2015,Export,Colombia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,89968.0
2015,Export,Costa Rica,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,33345.0
2015,Export,Croatia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,33640.0
2015,Export,Cyprus,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,379642.0
2015,Export,Denmark,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,14829871.0
2015,Export,Dominican Rep.,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,100358.0
2015,Export,El Salvador,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,38700.0
2015,Export,Finland,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,111744.0
2015,Export,France,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,33551622.0
2015,Export,Georgia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,78990.0
2015,Export,Germany,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,50679263.0
2015,Export,Ghana,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,48243.0
2015,Export,Honduras,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,18700.0
2015,Export,"China, Hong Kong SAR",1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,16744864.0
2015,Export,Hungary,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,58456.0
2015,Export,Ireland,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,207729.0
2015,Export,Israel,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,3306078.0
2015,Export,Italy,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,16611472.0
2015,Export,Côte d'Ivoire,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,22654.0
2015,Export,Jamaica,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,348623.0
2015,Export,Japan,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,267645694.0
